0		197
0.340833		6
0.681667		7
1.0225		1
1.36333		0
1.70417		1
2.045		0
2.38583		0
2.72667		1
3.0675		0
3.40833		1
3.74917		0
4.09		1
4.43083		0
4.77167		0
5.1125		1
5.45333		0
5.79417		0
6.135		1
6.47583		0
6.81667		1
7.1575		0
7.49833		1
7.83917		0
8.18		0
8.52083		2
8.86167		0
9.2025		1
9.54333		1
9.88417		0
10.225		0
10.5658		1
10.9067		0
11.2475		0
11.5883		1
11.9292		1
12.27		0
12.6108		0
12.9517		0
13.2925		1
13.6333		0
13.9742		1
14.315		0
14.6558		0
14.9967		1
15.3375		1
15.6783		2
16.0192		0
16.36		1
16.7008		1
17.0417		0
17.3825		0
17.7233		0
18.0642		1
18.405		0
18.7458		0
19.0867		0
19.4275		1
19.7683		0
20.1092		1
20.45		0
20.7908		1
21.1317		1
21.4725		1
21.8133		0
22.1542		0
22.495		0
22.8358		0
23.1767		0
23.5175		0
23.8583		1
24.1992		0
24.54		1
24.8808		0
25.2217		0
25.5625		0
25.9033		0
26.2442		0
26.585		0
26.9258		0
27.2667		0
27.6075		2
27.9483		0
28.2892		0
28.63		0
28.9708		0
29.3117		0
29.6525		2
29.9933		0
30.3342		0
30.675		1
31.0158		0
31.3567		0
31.6975		1
32.0383		1
32.3792		1
32.72		1
33.0608		0
33.4017		1
33.7425		0
34.0833		0
34.4242		0
34.765		0
35.1058		0
35.4467		0
35.7875		0
36.1283		1
36.4692		1
36.81		0
37.1508		0
37.4917		0
37.8325		0
38.1733		0
38.5142		0
38.855		1
39.1958		0
39.5367		0
39.8775		0
40.2183		1
40.5592		1
40.9		0
41.2408		0
41.5817		0
41.9225		0
42.2633		0
42.6042		1
42.945		0
43.2858		0
43.6267		2
43.9675		0
44.3083		0
44.6492		0
44.99		0
45.3308		1
45.6717		0
46.0125		0
46.3533		1
46.6942		1
47.035		0
47.3758		0
47.7167		1
48.0575		0
48.3983		0
48.7392		1
49.08		2
49.4208		1
49.7617		1
50.1025		0
50.4433		2
50.7842		0
51.125		0
51.4658		0
51.8067		0
52.1475		1
52.4883		0
52.8292		1
53.17		0
53.5108		1
53.8517		2
54.1925		1
54.5333		0
54.8742		0
55.215		1
55.5558		2
55.8967		1
56.2375		0
56.5783		0
56.9192		0
57.26		0
57.6008		0
57.9417		0
58.2825		1
58.6233		2
58.9642		4
59.305		7
59.6458		17
59.9867		25
60.3275		18
60.6683		5
61.0092		4
61.35		1
61.6908		1
62.0317		3
62.3725		0
62.7133		2
63.0542		1
63.395		2
63.7358		2
64.0767		1
64.4175		0
64.7583		1
65.0992		1
65.44		0
65.7808		0
66.1217		0
66.4625		0
66.8033		0
67.1442		0
67.485		0
67.8258		0
68.1667		1
68.5075		0
68.8483		1
69.1892		0
69.53		0
69.8708		0
70.2117		0
70.5525		0
70.8933		0
71.2342		0
71.575		0
71.9158		1
72.2567		1
72.5975		0
72.9383		1
73.2792		1
73.62		0
73.9608		1
74.3017		0
74.6425		0
74.9833		0
75.3242		0
75.665		0
76.0058		0
76.3467		1
76.6875		1
77.0283		1
77.3692		0
77.71		1
78.0508		1
78.3917		1
78.7325		2
79.0733		0
79.4142		0
79.755		0
80.0958		0
80.4367		0
80.7775		0
81.1183		0
81.4592		0
81.8		0
82.1408		0
82.4817		1
82.8225		0
83.1633		0
83.5042		1
83.845		0
84.1858		1
84.5267		0
84.8675		0
85.2083		0
85.5492		1
85.89		1
86.2308		0
86.5717		0
86.9125		0
87.2533		1
87.5942		0
87.935		1
88.2758		0
88.6167		0
88.9575		0
89.2983		0
89.6392		0
89.98		1
90.3208		1
90.6617		0
91.0025		0
91.3433		1
91.6842		1
92.025		0
92.3658		0
92.7067		0
93.0475		0
93.3883		1
93.7292		0
94.07		1
94.4108		1
94.7517		0
95.0925		1
95.4333		0
95.7742		0
96.115		1
96.4558		3
96.7967		1
97.1375		0
97.4783		1
97.8192		0
98.16		0
98.5008		0
98.8417		1
99.1825		1
99.5233		1
99.8642		0
100.205		0
100.546		1
100.887		0
101.227		0
101.568		0
101.909		2
102.25		0
102.591		1
102.932		1
103.272		0
103.613		0
103.954		0
104.295		0
104.636		0
104.977		0
105.317		1
105.658		1
105.999		0
106.34		0
106.681		0
107.022		1
107.362		0
107.703		0
108.044		1
108.385		2
108.726		0
109.067		0
109.407		1
109.748		1
110.089		0
110.43		1
110.771		0
111.112		0
111.453		1
111.793		0
112.134		0
112.475		0
112.816		1
113.157		2
113.498		2
113.838		1
114.179		0
114.52		0
114.861		2
115.202		1
115.542		0
115.883		0
116.224		1
116.565		0
116.906		0
117.247		0
117.587		0
117.928		0
118.269		0
118.61		0
118.951		0
119.292		2
119.632		1
119.973		0
120.314		0
120.655		0
120.996		0
121.337		1
121.677		0
122.018		1
122.359		1
122.7		0
123.041		0
123.382		0
123.722		1
124.063		0
124.404		0
124.745		1
125.086		1
125.427		0
125.767		0
126.108		0
126.449		0
126.79		0
127.131		0
127.472		1
127.812		1
128.153		0
128.494		0
128.835		0
129.176		0
129.517		1
129.857		0
130.198		2
130.539		0
130.88		0
131.221		0
131.562		0
131.903		0
132.243		0
132.584		0
132.925		1
133.266		1
133.607		0
133.947		0
134.288		0
134.629		1
134.97		1
135.311		4
135.652		2
135.993		0
136.333		1
136.674		0
137.015		0
137.356		0
137.697		1
138.037		0
138.378		0
138.719		1
139.06		0
139.401		0
139.742		0
140.082		0
140.423		0
140.764		2
141.105		1
141.446		0
141.787		0
142.127		0
142.468		1
142.809		0
143.15		0
143.491		2
143.832		2
144.172		2
144.513		2
144.854		1
145.195		2
145.536		0
145.877		1
146.218		0
146.558		0
146.899		1
147.24		0
147.581		0
147.922		1
148.262		0
148.603		0
148.944		0
149.285		0
149.626		0
149.967		0
150.308		0
150.648		0
150.989		0
151.33		1
151.671		1
152.012		1
152.352		1
152.693		1
153.034		1
153.375		1
153.716		0
154.057		0
154.398		1
154.738		0
155.079		1
